element,sp_num,obs_wl_air,unc_obs_wl,ritz_wl_air,unc_ritz_wl,intens,Aki,log_gf,Acc,Ei,Ek,conf_i,term_i,J_i,conf_k,term_k,J_k,Type
Fe,1,407.98377,0.00005,407.983784,0.000023,4570,5.83e+06,-1.360,B,2.85805275,5.89614419,3d74s,b 3P,0,3d74p,y 3S,1,
Fe,2,407.9995,,407.99951,0.00003,:,4.22e-02,-9.199,C,0.38651921,3.42449356,3d7,a 4F,3/2,3d64s,a 2F,5/2,M1+E2
Fe,1,408.02089,0.00005,408.02090,0.00004,1820,2.3e+07,-1.23,D,3.28302483,6.32083991,3d64s4p,z 5D,1,3d64s 4d,f 5D,0,
Fe,1,408.08766,0.00013,408.087574,0.000023,398,2.3e+06,-1.76,D,3.29183986,6.32915863,3d64s4p,z 5D,0,3d64s 4d,f 7D,1,
Fe,3,408.1005,0.0012,408.1010,0.0008,3000,1.30e+08,0.36,B,20.63364,23.67086,3d55p,7P,4,3d56s,7S,3,
Fe,1,408.12673,0.00025,408.12663,0.00007,151,,,,4.21758325,7.2546114,3d74p,y 5D,1,3d64s4d,5F,2,
Fe,3,408.1513,0.0012,408.1507,0.0008,86,7.87e+07,0.34,B,24.590873,27.627723,3d55p,5G,4,3d55d,5I,5,
Fe,2,,,408.19776,0.00005,,4.69e-02,-9.153,C,1.69526130,4.7317602,3d7,a 4P,3/2,3d64s,c 2D,5/2,E2
Fe,3,408.1983,0.0017,408.2014,0.0010,86,3.66e+07,0.14,B,24.590272,27.626744,3d55p,5G,6,3d55d,5I,7,
Fe,1,408.21076,0.00013,408.210685,0.000024,720,2.5e+06,-1.51,D,3.41695281,6.45335558,3d64s4p,z 5F,2,3d64s 5s,g 5D,2,
Fe,1,408.24243,0.00013,408.24252,0.00004,347,4.0e+06,-1.52,E,3.63521992,6.67138589,3d64s2,b 3D,1,3d74p,x 3S,1,
Fe,3,408.2474,0.0012,408.2477,0.0008,760,8.70e+07,0.38,B,24.650734,27.686862,3d55p,5H,6,3d56s,5G,5,
Fe,3,408.2760,0.0020,408.2759,0.0012,86,9.28e+07,0.32,B,24.590675,27.626593,3d55p,5G,3,3d55d,5I,4,
Fe,1,408.35489,0.00005,408.35489,0.00004,1020,1.84e+05,-2.638,C,2.27860466,5.31393522,3d64s2,a 3P2,2,3d64s4p,x 5P,2,
Fe,1,408.37629,0.00005,408.376288,0.000024,810,,,,3.41695281,6.45212430,3d64s4p,z 5F,2,3d64s 5s,e 3D,1,
Fe,2,,,408.378652,0.000024,,8.7e-03,-9.66,D,0.23217279,3.26732671,3d7,a 4F,9/2,3d64s,b 2H,9/2,E2
Fe,2,408.4325,,408.432538,0.000025,:,2.64e-02,-9.277,C,0.35186476,3.38661825,3d7,a 4F,5/2,3d64s,a 2F,7/2,E2
Fe,1,408.44913,0.00005,408.449152,0.000024,7100,8.66e+06,-0.710,C+,3.33201954,6.36664959,3d64s4p,z 5F,5,3d64s 5s,g 5D,4,
Fe,1,408.50038,0.00005,408.500408,0.000024,7800,4.7e+06,-1.23,D,2.84504259,5.87929188,3d74s,b 3P,1,3d64s4p,1D,2,
Fe,1,408.52480,0.00013,408.524747,0.000024,363,,,,2.75857762,5.79264615,3d74s,a 3G,3,3d74p,u 5D,4,
Fe,1,408.53028,0.00005,408.530273,0.000024,5000,8.92e+06,-0.806,C+,3.24096914,6.27499663,3d64s4p,z 5D,3,3d64s 4d,e 7P,3,
Fe,1,408.5984,0.0003,408.59820,0.00005,331,5.1e+06,-1.19,E,4.15435379,7.1878769,3d74p,y 5D,3,3d64s 4d,i 5D,2,
Fe,3,408.6365,0.0017,408.6377,0.0010,17,,,,11.218609,14.251839,3d54s,3F,3,3d54p,5H,3,
Fe,1,408.70936,0.00005,408.709336,0.000024,1050,1.9e+06,-1.37,D,3.33201954,6.36471779,3d64s4p,z 5F,5,3d64s 4d,e 7G,4,
Fe,2,,,408.727543,0.000015,,3.e+03,-4.5,E,2.58265947,5.61522263,3d64s,b 4P,5/2,3d64p,z 4F,3/2,
Fe,1,408.8204,0.0003,408.81998,0.00017,30,,,,4.47327202,7.5051495,3d74p,z 3G,3,3d64p2,7F,2,
Fe,1,408.85565,0.00013,408.85558,0.00004,560,4.2e+06,-1.50,D,3.63977237,6.67138589,3d64s2,b 3D,2,3d74p,x 3S,1,
Fe,1,408.92166,0.00005,408.921655,0.000024,2290,3.45e+05,-2.022,C+,2.94879294,5.97991659,3d64s2,b 3G,5,3d64s4p,y 5H,5,
Fe,3,408.993,0.003,408.9941,0.0012,330,1.38e+08,0.02,C+,24.590246,27.620833,3d55p,5G,2,3d55d,5F,1,
Fe,1,409.00724,0.00013,409.007214,0.000024,398,1.0e+06,-1.75,D,3.39650880,6.42699840,3d64s4p,z 5F,3,3d64s 4d,e 5P,3,
Fe,3,409.0427,0.0024,409.0396,0.0008,85,4.5e+06,-1.3,D,24.590246,27.620495,3d55p,5G,2,3d55d,5F,2,
Fe,1,409.09533,0.00013,409.095319,0.000024,468,1.1e+06,-1.73,D,3.36825640,6.39809335,3d64s4p,z 5F,4,3d64s 4d,f 5F,3,
Fe,3,409.0986,0.0012,409.0975,0.0007,500,1.07e+08,0.13,B,24.590675,27.620495,3d55p,5G,3,3d55d,5F,2,
Fe,1,409.15528,0.00013,409.155244,0.000024,690,1.14e+06,-2.068,B,2.83159117,5.86098438,3d74s,b 3P,2,3d74p,w 3D,1,
Fe,3,409.1778,0.0020,409.1767,0.0012,52,,,,24.590246,27.619480,3d55p,5G,2,3d55d,5G,3,
Fe,1,409.22767,0.00013,409.22768,0.00004,540,,,,3.63521992,6.66407690,3d64s2,b 3D,1,3d64s4p,3F,2,
Fe,3,409.234,0.003,409.2298,0.0010,1100,4.9e+07,0.05,C+,24.590630,27.619471,3d55p,5G,5,3d55d,5G,4,
Fe,3,409.234,0.003,409.2347,0.0013,1100,,,,24.590675,27.619480,3d55p,5G,3,3d55d,5G,3,
Fe,3,409.234,0.003,409.2359,0.0012,1100,6.1e+06,-0.86,D+,24.590675,27.619471,3d55p,5G,3,3d55d,5G,4,
Fe,1,409.25057,0.00013,409.25068,0.00004,309,,,,3.63977237,6.66845912,3d64s2,b 3D,2,3d75p,5D,3,
Fe,3,409.263,0.003,409.2615,0.0013,330,,,,24.590873,27.619480,3d55p,5G,4,3d55d,5G,3,
Fe,3,409.263,0.003,409.2627,0.0010,330,4.7e+07,0.02,C+,24.590873,27.619471,3d55p,5G,4,3d55d,5G,4,
Fe,3,409.3048,0.0012,409.3057,0.0008,220,1.22e+08,0.18,B,24.590246,27.618525,3d55p,5G,2,3d55d,5G,2,
Fe,3,409.3224,0.0012,409.3228,0.0010,750,7.69e+07,0.40,B,24.654084,27.682237,3d55p,5H,7,3d56s,5G,6,
Fe,5,409.33,0.02,409.345,0.012,22,1.1e-06,,E,0.09957,3.12756,3d4,5D,3,3d4,3H,5,E2
Fe,3,409.3624,0.0020,409.3637,0.0010,51,5.5e+07,-0.16,C+,24.590675,27.618525,3d55p,5G,3,3d55d,5G,2,
Fe,3,409.436,0.003,409.4336,0.0012,240,7.01e+07,0.09,B,25.428243,28.455576,3d55p,5F,4,3d56s,5D,3,
Fe,3,409.4995,0.0012,409.4997,0.0007,140,3.2e+06,-1.2,D,24.590675,27.617520,3d55p,5G,3,3d55d,5F,3,
Fe,3,409.526,0.003,409.5266,0.0008,500,1.06e+08,0.27,B,24.590873,27.617520,3d55p,5G,4,3d55d,5F,3,
Fe,3,409.536,0.003,409.5371,0.0008,330,1.05e+08,0.46,B,24.590272,27.616840,3d55p,5G,6,3d55d,5G,5,
Fe,3,409.587,0.003,409.5856,0.0008,500,3.0e+07,-0.08,C+,24.590630,27.616840,3d55p,5G,5,3d55d,5G,5,
Fe,1,409.59705,0.00005,409.597024,0.000024,5600,2.65e+06,-1.477,B+,2.58810592,5.61423177,3d64s2,b 3F2,3,3d64s4p,x 3D,2,
Fe,1,409.61069,0.00013,409.61070,0.00004,760,,,,3.63977237,6.66579718,3d64s2,b 3D,2,3d74p,x 1F,3,
Fe,3,409.618,0.003,409.6185,0.0008,84,4.7e+06,-0.89,D+,24.590873,27.616840,3d55p,5G,4,3d55d,5G,5,
Fe,1,409.62100,0.00013,409.620856,0.000024,468,,,,0.95815732,3.98410712,3d74s,a 5F,3,3d64s4p,z 3F,2,
Fe,3,409.6544,0.0020,409.6556,0.0012,220,9.03e+07,0.40,B,24.751594,27.777287,3d55p,3H,6,3d56s,3G,5,
Fe,3,,,409.6659,0.0024,,1.3e-03,,D+,0.091608,3.117226,3d6,5D,2,3d6,3G,3,M1+E2
Fe,1,409.6690,0.0003,409.66917,0.00004,100,,,,3.63521992,6.66081289,3d64s2,b 3D,1,3d64s4p,5F,2,
Fe,1,409.6950,0.0003,409.694921,0.000024,209,,,,2.43269470,5.45809748,3d64s2,a 3H,5,3d64s4p,v 5D,4,
Fe,1,409.7017,0.0003,409.701603,0.000024,141,,,,3.43018998,6.45554341,3d64s4p,z 5F,1,3d64s 4d,e 5P,2,
Fe,1,409.70831,0.00013,409.708319,0.000024,500,2.9e+06,-1.65,E,3.28302483,6.30832866,3d64s4p,z 5D,1,3d64s 4d,f 5D,1,
Fe,3,409.758,0.003,409.7560,0.0015,1100,8.99e+07,0.31,B,24.754808,27.779759,3d55p,3H,5,3d56s,3G,4,
Fe,3,409.758,0.003,409.7587,0.0012,1100,9.94e+07,0.35,B,24.590630,27.615562,3d55p,5G,5,3d55d,5F,4,
Fe,3,409.7920,0.0020,409.7916,0.0012,51,2.9e+06,-1.19,D,24.590873,27.615562,3d55p,5G,4,3d55d,5F,4,
Fe,1,409.81755,0.00005,409.817542,0.000024,3800,7.49e+06,-0.879,B,3.24096914,6.26546671,3d64s4p,z 5D,3,3d64s 4d,f 5D,3,
Fe,1,410.0347,0.0003,410.03476,0.00005,240,,,,4.25622280,7.2791181,3d74p,y 5F,3,3d64s 4d,g 5G,3,
Fe,3,410.0479,0.0012,410.0475,0.0007,740,6.21e+07,0.31,B,24.590272,27.613074,3d55p,5G,6,3d55d,5G,6,
Fe,1,410.07376,0.00005,410.073752,0.000024,10000,2.92e+04,-3.179,A,0.85899575,3.88160368,3d74s,a 5F,5,3d64s4p,z 3F,4,
Fe,3,410.0964,0.0017,410.0961,0.0007,210,,,,24.590630,27.613074,3d55p,5G,5,3d55d,5G,6,
Fe,1,410.12608,0.00005,410.126090,0.000024,1150,2.6e+06,-1.35,D,3.39650880,6.41873101,3d64s4p,z 5F,3,3d64s 5s,g 5D,3,
Fe,1,410.1652,0.0003,410.165162,0.000024,234,,,,3.43018998,6.45212430,3d64s4p,z 5F,1,3d64s 5s,e 3D,1,
Fe,1,410.1685,0.0003,410.16853,0.00004,214,3.9e+05,-2.53,E,2.48437256,5.50628207,3d64s2,a 3P2,0,3d64s4p,w 5D,1,
Fe,3,410.3037,0.0012,410.3038,0.0007,1500,2.6e+07,-0.14,C+,24.590272,27.611186,3d55p,5G,6,3d55d,5F,5,
Fe,3,410.351,0.003,410.3491,0.0008,84,,,,14.623957,17.644537,3d54s,1G,4,3d54p,3F,3,
Fe,3,410.351,0.003,410.3524,0.0007,84,2.1e+07,-0.23,C,24.590630,27.611186,3d55p,5G,5,3d55d,5F,5,
Fe,1,410.3613,0.0003,410.36106,0.00004,89,,,,3.25148176,6.27197352,3d74s,a 3D,3,3d74p,z 1F,3,
Fe,1,410.41133,0.00005,410.411344,0.000024,1700,,,,3.26570610,6.28582776,3d64s4p,z 5D,2,3d64s 4d,f 5D,2,
Fe,1,410.41536,0.00013,410.415337,0.000024,580,,,,2.83159117,5.85168345,3d74s,b 3P,2,3d64s4p,x 3F,2,
Fe,1,410.4460,0.0003,410.44601,0.00004,204,,,,2.99035244,6.01021907,3d64s2,b 3G,4,3d64s4p,y 5H,3,
Fe,1,410.4940,0.0003,410.494274,0.000024,158,2.6e+05,-2.14,D,3.33201954,6.35153108,3d64s4p,z 5F,5,3d64s 4d,e 7G,5,
Fe,2,410.5365,0.0008,410.53675,0.00003,23,,,,9.8252426,12.8444417,3d54s4p,x 6P,3/2,3d64d,2F,5/2,
Fe,3,410.5473,0.0012,410.5481,0.0010,220,9.38e+07,0.22,B,24.759760,27.778875,3d55p,3H,4,3d56s,3G,3,
Fe,1,410.62585,0.00013,410.625858,0.000024,930,3.3e+05,-2.24,E,2.58810592,5.60664989,3d64s2,b 3F2,3,3d64s4p,x 3D,3,
Fe,1,410.64226,0.00005,410.642219,0.000024,930,2.52e+06,-1.497,C+,3.39650880,6.41493251,3d64s4p,z 5F,3,3d64s 5s,e 3D,2,
Fe,1,410.74881,0.00005,410.748817,0.000024,14500,1.74e+07,-0.879,B,2.83159117,5.84923154,3d74s,b 3P,2,3d74p,u 5D,1,
Fe,1,410.8133,0.0003,410.812992,0.000024,158,3.5e+05,-2.10,E,3.24096914,6.25813812,3d64s4p,z 5D,3,3d64s 4d,e 7P,4,
Fe,1,410.90558,0.00005,410.905627,0.000024,950,3.62e+06,-1.560,C,3.29183986,6.30832866,3d64s4p,z 5D,0,3d64s 4d,f 5D,1,
Fe,3,410.909,0.003,410.9128,0.0012,56,5.27e+07,0.08,B,25.428243,28.444679,3d55p,5F,4,3d56s,5D,4,
Fe,1,410.98015,0.00005,410.980156,0.000024,11500,1.51e+07,-0.940,B,2.84504259,5.86098438,3d74s,b 3P,1,3d74p,w 3D,1,
Fe,1,411.23182,0.00014,411.231852,0.000024,580,1.5e+06,-1.72,D,3.39650880,6.41060472,3d64s4p,z 5F,3,3d64s 4d,f 5F,2,
Fe,2,,,411.24336,0.00005,,1.18e-02,-9.92,D,1.72398297,4.7379945,3d7,a 4P,1/2,3d64s,c 2D,3/2,M1+E2
Fe,1,411.2912,0.0003,411.29114,0.00004,120,,,,4.15435379,7.16801526,3d74p,y 5D,3,3d64s 4d,i 5D,3,
Fe,1,411.29586,0.00005,411.29584,0.00004,1120,1.1e+07,-0.43,D,4.17769679,7.19132379,3d74p,y 5F,5,3d64s 4d,g 5G,6,
Fe,1,411.44447,0.00005,411.444464,0.000024,5200,3.92e+06,-1.303,C+,2.83159117,5.84412959,3d74s,b 3P,2,3d74p,w 3D,2,
Fe,2,411.4475,,411.447509,0.000024,:,1.55e-01,-8.326,C+,0.23217279,3.24468891,3d7,a 4F,9/2,3d64s,b 2H,11/2,E2
Fe,2,411.4539,0.0004,411.454523,0.000024,170,,,,7.5491010,10.5615658,3d64p,z 4H,11/2,3d64d,e 4G,9/2,
Fe,1,411.49374,0.00014,411.493764,0.000024,740,1.57e+06,-1.445,C+,3.36825640,6.38043390,3d64s4p,z 5F,4,3d64s 4d,f 5F,4,
Fe,1,411.5136,0.0003,411.513277,0.000024,110,,,,3.36825640,6.38029108,3d64s4p,z 5F,4,3d64s 4d,e 7G,3,
Fe,1,411.78526,0.00014,411.785216,0.000024,389,,,,3.41695281,6.42699840,3d64s4p,z 5F,2,3d64s 4d,e 5P,3,
Fe,3,411.8401,0.0012,411.8389,0.0008,490,1.02e+08,0.46,B,24.590630,27.600284,3d55p,5G,5,3d55d,5H,5,
Fe,1,411.85447,0.00005,411.85443,0.00004,47900,4.96e+07,0.215,B,3.57321890,6.58275864,3d74s,a 1H,5,3d74p,1I,6,
Fe,3,411.8716,0.0012,411.8722,0.0008,720,9.89e+07,0.44,B,24.590873,27.600284,3d55p,5G,4,3d55d,5H,5,
Fe,3,411.8866,0.0012,411.8864,0.0008,490,1.75e+08,0.50,B,24.590246,27.599552,3d55p,5G,2,3d55d,5H,3,
Fe,1,411.88865,0.00014,411.888540,0.000024,282,1.9e+06,-1.47,E,3.26570610,6.27499663,3d64s4p,z 5D,2,3d64s 4d,e 7P,3,
Fe,3,411.936,0.003,411.936,0.003,490,9.04e+07,0.32,B,24.590675,27.599620,3d55p,5G,3,3d55d,5H,4,
Fe,3,411.936,0.003,411.9361,0.0010,490,8.46e+07,0.45,B,24.590272,27.599215,3d55p,5G,6,3d55d,5H,6,
Fe,3,411.9858,0.0018,411.9852,0.0010,1000,1.22e+08,0.61,B,24.590630,27.599215,3d55p,5G,5,3d55d,5H,6,
Fe,1,412.02062,0.00005,412.020628,0.000024,6500,1.93e+06,-1.267,B,2.99035244,5.99867825,3d64s2,b 3G,4,3d74p,z 1H,5,
Fe,3,412.090,0.003,412.0900,0.0010,2800,9.63e+07,0.23,B,20.59933,23.60715,3d55p,7P,2,3d55d,7D,3,
Fe,2,,,412.09577,0.00005,,1.7e-03,-10.60,E,1.72398297,4.7317602,3d7,a 4P,1/2,3d64s,c 2D,5/2,E2
Fe,3,412.1345,0.0012,412.1338,0.0008,720,1.61e+08,0.79,B,24.590272,27.597772,3d55p,5G,6,3d55d,5H,7,
Fe,1,412.18024,0.00005,412.180229,0.000024,5900,1.99e+06,-1.450,B,2.83159117,5.83875215,3d74s,b 3P,2,3d64s4p,x 3F,3,
Fe,3,412.2025,0.0012,412.2023,0.0009,3300,2.24e+08,0.46,B,20.59933,23.60633,3d55p,7P,2,3d55d,7D,2,
Fe,1,412.25152,0.00005,412.251533,0.000024,4790,3.23e+06,-1.386,B,2.84504259,5.85168345,3d74s,b 3P,1,3d64s4p,x 3F,2,
Fe,2,412.2638,0.0015,412.265907,0.000014,130,3.e+04,-3.3,E,2.58265947,5.58919550,3d64s,b 4P,5/2,3d64p,z 4F,5/2,
Fe,3,412.2780,0.0018,412.2788,0.0017,3300,3.36e+08,0.41,B,20.59933,23.60577,3d55p,7P,2,3d55d,7D,1,
Fe,3,412.300,0.003,412.3006,0.0024,87,7.6e+07,-0.01,C+,25.069688,28.075971,3d55p,5P,3,3d56s,5P,2,
Fe,5,,,412.328,0.014,,1.1e-05,,D+,0.15903,3.16512,3d4,5D,4,3d4,3H,6,E2
Fe,1,412.37280,0.00005,412.372797,0.000024,3390,6.04e+05,-1.858,B,2.99035244,5.99610917,3d64s2,b 3G,4,3d64s4p,y 5H,4,
Fe,1,412.37658,0.00014,412.376489,0.000024,950,,,,2.60850194,5.61423177,3d64s2,b 3F2,2,3d64s4p,x 3D,2,
Fe,2,412.4401,0.0003,412.439590,0.000019,24,,,,10.2880497,13.2933197,3d64d,e 6F,9/2,3d66p,6F,9/2,
Fe,1,412.4487,0.0003,412.448728,0.000024,100,,,,3.64164057,6.64684396,3d64s2,b 3D,3,3d75p,5D,4,
Fe,2,412.4793,0.0015,412.478262,0.000024,26,3.e+03,-4.2,E,2.54377802,5.54876624,3d7,a 2D2,5/2,3d64p,z 4F,7/2,
Fe,1,412.5617,0.0003,412.56199,0.00005,363,9.9e+06,-0.55,E,4.22036211,7.2247405,3d74p,y 5F,4,3d64s 4d,g 5G,5,
Fe,1,412.58801,0.00005,412.588004,0.000024,910,7.96e+05,-2.215,C,2.84504259,5.84923154,3d74s,b 3P,1,3d74p,u 5D,1,
Fe,1,412.61824,0.00005,412.618265,0.000024,2880,4.2e+06,-0.92,D,3.33201954,6.33598817,3d64s4p,z 5F,5,3d64s 4d,f 5F,5,
Fe,3,412.6518,0.0020,412.6552,0.0012,360,1.15e+08,0.42,B,25.440980,28.444679,3d55p,5F,5,3d56s,5D,4,
Fe,1,412.6854,0.0003,412.68514,0.00004,240,1.3e+06,-2.49,D,2.84504259,5.84852446,3d74s,b 3P,1,3d74p,u 5D,0,
Fe,3,412.6996,0.0012,412.6992,0.0010,340,1.3e+07,-1.01,D+,25.079872,28.083252,3d55p,5P,2,3d56s,5P,1,
Fe,1,412.76075,0.00005,412.760758,0.000024,11000,1.43e+07,-0.960,B,2.85805275,5.86098438,3d74s,b 3P,0,3d74p,w 3D,1,
Fe,1,412.77840,0.00005,412.778449,0.000024,690,,,,3.28302483,6.28582776,3d64s4p,z 5D,1,3d64s 4d,f 5D,2,
Fe,1,412.78125,0.00005,412.781278,0.000024,2290,,,,3.41489715,6.41767950,3d74s,a 1P,1,3d64s4p,x 1D,2,
Fe,2,412.8735,0.0015,412.873929,0.000014,80,2.6e+04,-3.6,E,2.58265947,5.58476799,3d64s,b 4P,5/2,3d64p,z 4D,3/2,
Fe,1,412.9461,0.0003,412.946006,0.000024,234,6.5e+05,-1.94,E,3.39650880,6.39809335,3d64s4p,z 5F,3,3d64s 4d,f 5F,3,
Fe,2,412.9854,0.0005,412.98495,0.00003,12,,,,11.1247777,14.1260791,3d64p,4G,5/2,3d66d,6D,5/2,
Fe,1,413.0036,0.0003,413.00360,0.00005,295,,,,3.11096179,6.11212776,3d74s,c 3P,0,3d64s4p,v 3D,1,
Fe,1,413.0036,0.0003,413.003668,0.000024,295,,,,1.55735733,4.55852281,3d74s,a 3F,3,3d64s4p,y 5P,3,
Fe,2,,,413.15048,0.00003,,8.2e-03,-9.78,D+,0.38651921,3.38661825,3d7,a 4F,3/2,3d64s,a 2F,7/2,E2
Fe,1,413.19351,0.00014,413.193455,0.000024,380,,,,3.41695281,6.41673983,3d64s4p,z 5F,2,3d64s 4d,f 5F,1,
Fe,1,413.1972,0.0003,413.197092,0.000024,324,,,,3.26570610,6.26546671,3d64s4p,z 5D,2,3d64s 4d,f 5D,3,
Fe,1,413.20579,0.00005,413.205785,0.000024,224000,1.18e+07,-0.675,B+,1.60789577,4.60759327,3d74s,a 3F,2,3d74p,y 3F,3,
Fe,1,413.25326,0.00014,413.25329,0.00004,427,,,,4.25622280,7.25557550,3d74p,y 5F,3,3d64s 4d,g 5G,4,
Fe,1,413.28989,0.00005,413.289900,0.000024,11700,7.70e+06,-1.006,B,2.84504259,5.84412959,3d74s,b 3P,1,3d74p,w 3D,2,
Fe,1,413.38554,0.00005,413.385535,0.000024,1620,2.12e+06,-1.311,C+,3.36825640,6.36664959,3d64s4p,z 5F,4,3d64s 5s,g 5D,4,
Fe,3,413.4268,0.0018,413.4247,0.0010,750,1.3e+07,-0.65,D+,25.069688,28.067797,3d55p,5P,3,3d56s,5P,3,
Fe,1,413.43360,0.00005,413.433575,0.000017,1170,1.06e+03,-4.721,C+,0.0000000,2.99804479,3d64s2,a 5D,4,3d64s4p,z 7P,3,
Fe,1,413.4420,0.0003,413.441953,0.000024,1410,2.62e+06,-1.696,C+,3.01725044,6.01523448,3d74s,c 3P,2,3d74p,x 3P,1,
Fe,1,413.4420,0.0003,413.442551,0.000024,1410,,,,3.41695281,6.41493251,3d64s4p,z 5F,2,3d64s 5s,e 3D,2,
Fe,1,413.46773,0.00005,413.467722,0.000024,26900,1.25e+07,-0.649,C+,2.83159117,5.82938837,3d74s,b 3P,2,3d74p,w 3D,3,
Fe,3,413.5821,0.0012,413.5824,0.0010,140,,,,25.086286,28.083252,3d55p,5P,1,3d56s,5P,1,
Fe,5,413.62,0.03,413.625,0.010,,4.7e-05,,D+,0.09957,3.09623,3d4,5D,3,3d4,3P2,1,E2
Fe,1,413.65211,0.00014,413.652047,0.000024,620,1.32e+06,-1.516,C,3.36825640,6.36471779,3d64s4p,z 5F,4,3d64s 4d,e 7G,4,
Fe,1,413.69974,0.00005,413.699755,0.000024,9300,2.75e+07,-0.452,B,3.41489715,6.41101300,3d74s,a 1P,1,3d74p,y 1D,2,
Fe,3,413.7133,0.0012,413.7128,0.0010,1000,2.24e+08,0.71,B,24.630572,27.626593,3d55p,5H,3,3d55d,5I,4,
Fe,3,413.7762,0.0012,413.7762,0.0010,7400,2.07e+08,0.68,B,20.61274,23.60830,3d55p,7P,3,3d55d,7D,4,
Fe,3,413.9349,0.0012,413.9348,0.0009,4200,2.07e+08,0.57,B,20.61274,23.60715,3d55p,7P,3,3d55d,7D,3,
Fe,1,413.99270,0.00005,413.992679,0.000024,2950,1.83e+04,-3.629,A,0.99011115,3.98410712,3d74s,a 5F,2,3d64s4p,z 3F,2,
Fe,1,414.0402,0.0003,414.040259,0.000024,560,,,,3.41695281,6.41060472,3d64s4p,z 5F,2,3d64s 4d,f 5F,2,
Fe,3,414.0481,0.0012,414.0482,0.0009,1600,1.10e+08,0.15,B,20.61274,23.60633,3d55p,7P,3,3d55d,7D,2,
Fe,1,414.18630,0.00005,414.18628,0.00004,2400,6.57e+05,-1.927,B,3.01762252,6.01021907,3d64s2,b 3G,3,3d64s4p,y 5H,3,
Fe,3,414.2159,0.0012,414.2153,0.0010,110,,,,19.621423,22.613810,3d54p,3D,1,3d54d,3F,2,
Fe,2,414.25886,0.00013,414.258515,0.000021,50,,,,10.5226519,13.5147266,3d64d,f 4D,5/2,3d54s4p,4D,3/2,
Fe,1,414.2589,0.0003,414.25874,0.00005,282,7.5e+06,-1.02,E,4.30127816,7.2933513,3d74p,y 5F,1,3d64s 4d,g 5G,2,
Fe,3,414.2638,0.0018,414.2644,0.0010,320,2.8e+07,-0.02,C+,24.690205,27.682237,3d55p,5F,5,3d56s,5G,6,
Fe,5,414.32,,414.317,0.012,:,9.2e-04,,D+,0.09957,3.09122,3d4,5D,3,3d4,3H,4,M1
Fe,1,414.34143,0.00005,414.341445,0.000024,63000,2.70e+07,-0.204,B,3.04686890,6.03834476,3d74s,a 1G,4,3d64s4p,y 1G,4,
Fe,1,414.34969,0.00014,414.349688,0.000024,930,,,,3.36825640,6.35967275,3d64s4p,z 5F,4,3d64s 5s,e 3D,3,
Fe,1,414.38678,0.00005,414.386752,0.000024,363000,1.33e+07,-0.511,B+,1.55735733,4.54850612,3d74s,a 3F,3,3d74p,y 3F,4,
Fe,4,,,414.420,,,4.7e-01,-7.84,D,3.99793,6.98884,3d5,4G,11/2,3d5,2H,11/2,M1
Fe,1,414.5199,0.0003,414.51993,0.00004,240,7.8e+04,-2.74,E,2.69240763,5.68259542,3d74s,a 3G,5,3d64s4p,x 5G,4,
Fe,3,414.5641,0.0012,414.5645,0.0009,1500,2.35e+08,0.82,B,24.637856,27.627723,3d55p,5H,4,3d55d,5I,5,
Fe,1,414.60639,0.00005,414.606405,0.000024,3240,3.78e+05,-1.970,C+,2.99035244,5.97991659,3d64s2,b 3G,4,3d64s4p,y 5H,5,
Fe,2,414.6651,,414.665147,0.000023,:,6.8e-03,-9.855,C,0.23217279,3.22131344,3d7,a 4F,9/2,3d64s,a 4G,7/2,E2
Fe,3,414.6971,0.0020,414.6974,0.0012,49,,,,24.630572,27.619480,3d55p,5H,3,3d55d,5G,3,
Fe,3,414.717,0.003,414.7211,0.0012,130,1.4e+07,-0.50,D+,24.637856,27.626593,3d55p,5H,4,3d55d,5I,4,
Fe,1,414.73418,0.00014,414.734238,0.000024,229,,,,3.33201954,6.32066224,3d64s4p,z 5F,5,3d64s 4d,e 5G,4,
Fe,1,414.76687,0.00005,414.766863,0.000024,6900,4.36e+05,-2.104,A,1.48486439,4.47327202,3d74s,a 3F,4,3d74p,z 3G,3,
Fe,3,414.832,0.003,414.8299,0.0010,140,3.1e+07,-0.40,C,24.630572,27.618525,3d55p,5H,3,3d55d,5G,2,
Fe,3,414.832,0.003,414.8339,0.0012,140,4.0e+07,-0.14,C+,25.079872,28.067797,3d55p,5P,2,3d56s,5P,3,
Fe,3,414.875,0.003,414.8757,0.0009,320,,,,14.623957,17.611581,3d54s,1G,4,3d54p,3F,4,
Fe,3,414.875,0.003,414.8769,0.0009,320,2.4e+07,-0.17,C+,24.699247,27.686862,3d55p,5F,4,3d56s,5G,5,
Fe,2,414.8796,0.0008,414.879625,0.000019,8,,,,11.2190607,14.2066561,3d65p,6F,5/2,3d66d,114584,5/2,
Fe,2,,,414.91110,0.00003,,1.09e-03,-11.25,E,0.35186476,3.33923354,3d7,a 4F,5/2,3d64s,b 2P,1/2,E2
Fe,1,414.93648,0.00005,414.936469,0.000024,3720,4.23e+06,-0.848,C,3.33201954,6.31920567,3d64s4p,z 5F,5,3d64s 4d,e 7G,6,
Fe,1,414.97607,0.00014,414.976032,0.000024,263,,,,0.05156912,3.03847046,3d64s2,a 5D,3,3d64s4p,z 7P,2,
